Ticker,EnglishName,KoreanName,Sector
DNUT,Krispy Kreme Inc,크리스피 크림,Consumer Defensive
OCGN,Ocugen Inc,오큐젠,Healthcare
TREE,Lendingtree Inc,렌딩트리,Financial Services
ULH,Universal Logistics Holdings Inc,유니버설 로지스틱스 홀딩스,Industrials
ZVRA,Zevra Therapeutics Inc,제브라 테라퓨틱스,Healthcare
CCXI,Churchill Capital Corp XI,처칠 캐피털 XI,Financial Services
GOOD,Gladstone Commercial Corp,글래드스톤 커머셜,Real Estate
CRMD,CorMedix Inc,코어메딕스,Healthcare
MAKO,Mako Mining Corp,마코 마이닝,Basic Materials
GOGO,Gogo Inc,고고,Communication Services
KRT,Karat Packaging Inc,캐럿 패키징,Consumer Cyclical
EVGO,EVgo Inc,이브이고,Consumer Cyclical
IRWD,Ironwood Pharmaceuticals Inc,아이언우드 파마슈티컬스,Healthcare
KYTX,Kyverna Therapeutics Inc,카이버나 테라퓨틱스,Healthcare
BAND,Bandwidth Inc,밴드위드,Technology
PFIS,Peoples Financial Services Corp,피플스 파이낸셜 서비스,Financial Services
PRTA,Prothena Corporation PLC,프로테나,Healthcare
MTC,MMTEC Inc,엠엠텍,Technology
CLNE,Clean Energy Fuels Corp,클린 에너지 퓨얼스,Energy
EVER,EverQuote Inc,에버쿼트,Communication Services
PROK,Prokidney Corp,프로키드니,Healthcare
FWRD,Forward Air Corp (Delaware),포워드 에어,Industrials
TCMD,Tactile Systems Technology Inc,택타일 시스템즈 테크놀로지,Healthcare
ERII,Energy Recovery Inc,에너지 리커버리,Industrials
TECX,Tectonic Therapeutic Inc,텍토닉 테라퓨틱,Healthcare
ACIC,American Coastal Insurance Corp,아메리칸 코스털 인슈어런스,Financial Services
FEIM,Frequency Electronics Inc,프리퀀시 일렉트로닉스,Technology
CWCO,Consolidated Water Co Ltd,콘솔리데이티드 워터,Utilities
DGICA,Donegal Group Inc Class A,도네갈 그룹,Financial Services
BMM,Blue Moon Metals Inc,블루 문 메탈스,Basic Materials
UNTY,Unity Bancorp Inc,유니티 뱅코프,Financial Services
CEVA,CEVA Inc,세바,Technology
ZURA,Zura Bio Ltd,주라 바이오,Healthcare
FFIC,Flushing Financial Corp,플러싱 파이낸셜,Financial Services
RIGL,Rigel Pharmaceuticals Inc,리겔 파마슈티컬스,Healthcare
MRLN,Merlin Inc,멀린,Industrials
TRDA,Entrada Therapeutics Inc,엔트라다 테라퓨틱스,Healthcare
CBIO,Crescent Biopharma Inc,크레센트 바이오파마,Healthcare
NRIM,Northrim BanCorp Inc,노스림 뱅코프,Financial Services
UPB,Upstream Bio Inc,업스트림 바이오,Healthcare
ANNA,AleAnna Inc,알레안나,Energy
GEMI,Gemini Space Station Inc,제미니 스페이스 스테이션,Financial Services
RDVT,Red Violet Inc,레드 바이올렛,Technology
LRMR,Larimar Therapeutics Inc,라리마 테라퓨틱스,Healthcare
EMBC,Embecta Corp,엠벡타,Healthcare
FDMT,4D Molecular Therapeutics Inc,4D 몰레큘러 테라퓨틱스,Healthcare
TATT,TAT Technologies Ltd,티에이티 테크놀로지스,Industrials
FULC,Fulcrum Therapeutics Inc,풀크럼 테라퓨틱스,Healthcare
CARE,Carter Bankshares Inc,카터 뱅크셰어스,Financial Services
MLAB,Mesa Laboratories Inc,메사 래버러토리스,Technology
OWLS,OBOOK Holdings Inc,오북 홀딩스,Technology
UROY,Uranium Royalty Corp,우라늄 로열티,Energy
AGMB,Agomab Therapeutics NV ADR,아고맙 테라퓨틱스,Healthcare
AVR,Anteris Technologies Global Corp,앤터리스 테크놀로지스 글로벌,Healthcare
REAX,Real Brokerage Inc,리얼 브로커리지,Real Estate
VALN,Valneva SE ADR,발네바,Healthcare
ACNB,ACNB Corp,에이씨엔비 코프,Financial Services
JOUT,Johnson Outdoors Inc,존슨 아웃도어스,Consumer Cyclical
BWB,Bridgewater Bancshares Inc,브리지워터 뱅크셰어스,Financial Services
ASPI,ASP Isotopes Inc,에이에스피 아이소토프스,Basic Materials
BWMN,Bowman Consulting Group Ltd,보우먼 컨설팅 그룹,Industrials
LYEL,Lyell Immunopharma Inc,라이엘 이뮤노파마,Healthcare
RMR,RMR Group Inc,알엠알 그룹,Real Estate
KRNY,Kearny Financial Corp,커니 파이낸셜,Financial Services
HIVE,HIVE Digital Technologies Ltd,하이브 디지털 테크놀로지스,Financial Services
MSBI,Midland States Bancorp Inc,미들랜드 스테이츠 뱅코프,Financial Services
AQST,Aquestive Therapeutics Inc,어퀘스티브 테라퓨틱스,Healthcare
CBNK,Capital Bancorp Inc,캐피털 뱅코프,Financial Services
MCTA,Charming Medical Ltd,차밍 메디컬,Healthcare
CVGW,Calavo Growers Inc,칼라보 그로워스,Consumer Defensive
ACTG,Acacia Research Corp,아카시아 리서치,Industrials
MVST,Microvast Holdings Inc,마이크로바스트 홀딩스,Consumer Cyclical
IHRT,iHeartMedia Inc,아이하트미디어,Communication Services
YDES,YD Bio Ltd,와이디 바이오,Healthcare
HBCP,Home Bancorp Inc,홈 뱅코프,Financial Services
ENGN,enGene Holdings Inc,엔진 홀딩스,Healthcare
BWAY,Brainsway Ltd ADR,브레인스웨이,Healthcare
GRPN,Groupon Inc,그루폰,Communication Services
WYFI,WhiteFiber Inc,화이트파이버,Technology
NPCE,Neuropace Inc,뉴로페이스,Healthcare
CIVB,Civista Bancshares Inc,시비스타 뱅크셰어스,Financial Services
STTK,Shattuck Labs Inc,샤턱 랩스,Healthcare
GDYN,Grid Dynamics Holdings Inc,그리드 다이내믹스 홀딩스,Technology
BLMN,Bloomin' Brands Inc,블루민 브랜즈,Consumer Cyclical
MLAA,Mountain Lake Acquisition II Corp,마운틴 레이크 애퀴지션 II,
IMMX,Immix Biopharma Inc,이믹스 바이오파마,Healthcare
VSTM,Verastem Inc,베라스템,Healthcare
GEVO,Gevo Inc,지보,Basic Materials
IMXI,International Money Express Inc,인터내셔널 머니 익스프레스,Technology
KMDA,Kamada Ltd,카마다,Healthcare
AVIR,Atea Pharmaceuticals Inc,아테아 파마슈티컬스,Healthcare
EIKN,Eikon Therapeutics Inc,아이콘 테라퓨틱스,Healthcare
CTNM,Contineum Therapeutics Inc,컨티니엄 테라퓨틱스,Healthcare
LEGH,Legacy Housing Corporation,레거시 하우징,Consumer Cyclical
FLGT,Fulgent Genetics Inc,풀전트 제네틱스,Healthcare
PANL,Pangaea Logistics Solutions Ltd,판게아 로지스틱스 솔루션스,Industrials
MNRO,Monro Inc,먼로,Consumer Cyclical
LAES,Sealsq Corp,실스큐,Technology
FBIZ,First Business Financial Services Inc,퍼스트 비즈니스 파이낸셜 서비스,Financial Services
OFIX,Orthofix Medical Inc,오소픽스 메디컬,Healthcare
ALOY,REalloys Inc,리얼로이스,Basic Materials
ANSC,Agriculture & Natural Solutions Acquisition Corp,애그리컬처 앤 내추럴 솔루션스 애퀴지션,Financial Services
LXEO,Lexeo Therapeutics Inc,렉시오 테라퓨틱스,Healthcare
DHIL,Diamond Hill Investment Group Inc,다이아몬드 힐 인베스트먼트 그룹,Financial Services
VBNK,Versabank,버사뱅크,Financial Services
CRAN,Crane Harbor Acquisition Corp II,크레인 하버 애퀴지션 II,Financial Services
CCSI,Consensus Cloud Solutions Inc,컨센서스 클라우드 솔루션스,Technology
WEST,Westrock Coffee Co,웨스트록 커피,Consumer Defensive
SFST,Southern First Bancshares Inc,서던 퍼스트 뱅크셰어스,Financial Services
ASTL,Algoma Steel Group Inc,알고마 스틸 그룹,Basic Materials
GLOO,Gloo Holdings Inc,글루 홀딩스,Technology
GTEN,Gores Holdings X Inc,고어스 홀딩스 X,Financial Services
KOPN,Kopin Corp,코핀,Technology
APXT,Apex Treasury Corp,에이펙스 트레저리,Financial Services
ESEA,Euroseas Ltd,유로시즈,Industrials
CYRX,Cryoport Inc,크라이오포트,Industrials
CCAP,Crescent Capital BDC Inc,크레센트 캐피털 BDC,Financial Services
SBC,SBC Medical Group Holdings Inc,SBC 메디컬 그룹 홀딩스,Industrials
BSRR,Sierra Bancorp,시에라 뱅코프,Financial Services
YORW,York Water Co,요크 워터,Utilities
RGNX,Regenxbio Inc,리젠엑스바이오,Healthcare
ASMB,Assembly Biosciences Inc,어셈블리 바이오사이언시스,Healthcare
CGC,Canopy Growth Corp,캐노피 그로스,Healthcare
ACRS,Aclaris Therapeutics Inc,아클라리스 테라퓨틱스,Healthcare
MBUU,Malibu Boats Inc,말리부 보츠,Consumer Cyclical
OBT,Orange County Bancorp Inc,오렌지카운티 뱅코프,Financial Services
ABSI,Absci Corp,앱사이,Healthcare
TDUP,ThredUp Inc,스레드업,Consumer Cyclical
VREX,Varex Imaging Corp,바렉스 이미징,Healthcare
DDI,DoubleDown Interactive Co Ltd ADR,더블다운 인터랙티브,Communication Services
MYGN,Myriad Genetics Inc,미리어드 제네틱스,Healthcare
DCBO,Docebo Inc,도체보,Technology
VNDA,Vanda Pharmaceuticals Inc,반다 파마슈티컬스,Healthcare
ALT,Altimmune Inc,알티뮨,Healthcare
SCVL,Shoe Carnival Inc,슈 카니발,Consumer Cyclical
LAND,Gladstone Land Corp,글래드스톤 랜드,Real Estate
NATR,Nature's Sunshine Products Inc,네이처스 선샤인 프로덕츠,Consumer Defensive
PACB,Pacific Biosciences of California Inc,퍼시픽 바이오사이언시스 오브 캘리포니아,Healthcare
IEAG,Infinite Eagle Acquisition Corp,인피니트 이글 애퀴지션,Financial Services
MBVI,M3-Brigade Acquisition VI Corp,M3-브리게이드 애퀴지션 VI,Financial Services
BBNX,Beta Bionics Inc,베타 바이오닉스,Healthcare
COFS,ChoiceOne Financial Services Inc,초이스원 파이낸셜 서비스,Financial Services
HQ,Horizon Quantum Holdings Ltd,호라이즌 퀀텀 홀딩스,Technology
IACO,Idea Acquisition Corp,아이디어 애퀴지션,Financial Services
RR,Richtech Robotics Inc,리치테크 로보틱스,Industrials
ITIC,Investors Title Co,인베스터스 타이틀,Financial Services
BTBT,Bit Digital Inc,비트 디지털,Financial Services
MESH,Meshflow Acquisition Corp,메시플로우 애퀴지션,Financial Services
DBCA,D Boral Acquisition I Corp,디 보랄 애퀴지션 I,Financial Services
DVLT,Datavault AI Inc,데이터볼트 AI,Technology
STRO,Sutro Biopharma Inc,수트로 바이오파마,Healthcare
SHAZ,SharonAI Holdings Inc,샤론AI 홀딩스,Technology
AURA,Aura Biosciences Inc,오라 바이오사이언시스,Healthcare
KRAQ,KRAKacquisition Corp,크라크 애퀴지션,Financial Services
SFIX,Stitch Fix Inc,스티치 픽스,Consumer Cyclical
PTLO,Portillos Inc,포르틸로스,Consumer Cyclical
OPAL,Opal Fuels Inc,오팔 퓨얼스,Utilities
FRPH,FRP Holdings Inc,FRP 홀딩스,Real Estate
BMRC,Bank of Marin Bancorp,뱅크 오브 마린 뱅코프,Financial Services
PLAY,Dave and Buster's Entertainment  Inc,데이브 앤 버스터스 엔터테인먼트,Communication Services
LOCO,El Pollo Loco Holdings Inc,엘 포요 로코 홀딩스,Consumer Cyclical
GRVY,Gravity Co Ltd ADR,그라비티,Communication Services
PDLB,Ponce Financial Group Inc,폰세 파이낸셜 그룹,Financial Services
BCAR,D Boral ARC Acquisition I Corp,D 보랄 ARC 애퀴지션 I,Financial Services
BELFA,Bel Fuse Inc Class A,벨 퓨즈,Technology
AIOT,PowerFleet Inc,파워플리트,Technology
WTBA,West Bancorporation Inc,웨스트 뱅코퍼레이션,Financial Services
GLAD,Gladstone Capital Corp,글래드스톤 캐피털,Financial Services
NATH,Nathan's Famous Inc,네이선스 페이머스,Consumer Cyclical
XOMA,Xoma Royalty Corp,조마 로열티,Healthcare
OSPN,OneSpan Inc,원스팬,Technology
FRBA,FIRST BANK (Hamilton),퍼스트 뱅크(해밀턴),Financial Services
TITN,Titan Machinery Inc,타이탄 머시너리,Industrials
CZNC,Citizens & Northern Corp,시티즌스 앤 노던,Financial Services
KFII,K&F Growth Acquisition II Corp,K&F 그로스 애퀴지션 II,Financial Services
LSAK,Lesaka Technologies Inc,레사카 테크놀로지스,Technology
PPHC,Public Policy Holding Company Inc,퍼블릭 폴리시 홀딩 컴퍼니,Industrials
EPRX,Eupraxia Pharmaceuticals Inc,유프락시아 파마슈티컬스,Healthcare
CENT,Central Garden & Pet Co,센트럴 가든 앤 펫,Consumer Defensive
CDZI,Cadiz Inc,카디즈,Utilities
MGPI,MGP Ingredients Inc,MGP 인그리디언츠,Consumer Defensive
IPSC,Century Therapeutics Inc,센추리 테라퓨틱스,Healthcare
BWFG,Bankwell Financial Group Inc,뱅크웰 파이낸셜 그룹,Financial Services
PUBM,PubMatic Inc,퍼브매틱,Technology
VACH,Voyager Acquisition Corp,보이저 애퀴지션,Financial Services
GBLI,Global Indemnity Group LLC,글로벌 인뎀니티 그룹,Financial Services
ANGO,AngioDynamics Inc,앤지오다이내믹스,Healthcare
CMCO,Columbus McKinnon Corp,콜럼버스 맥키넌,Industrials
PNRG,Primeenergy Resources Corp,프라임에너지 리소시스,Energy
KIDS,OrthoPediatrics Corp,오쏘피디애트릭스,Healthcare
PRTH,Priority Technology Holdings Inc,프라이어리티 테크놀로지 홀딩스,Technology
CIGL,Concorde International Group Ltd,콩코드 인터내셔널 그룹,Industrials
BSVN,Bank7 Corp,뱅크7,Financial Services
GCBC,Greene County Bancorp Inc,그린 카운티 뱅코프,Financial Services
RBBN,Ribbon Communications Inc,리본 커뮤니케이션즈,Technology
NPAC,New Providence Acquisition Corp III,뉴 프로비던스 애퀴지션 III,Financial Services
SOHU,Sohu.com Ltd ADR,소후닷컴,Communication Services
NAUT,Nautilus Biotechnology Inc,노틸러스 바이오테크놀로지,Healthcare
ATNI,ATN International Inc,ATN 인터내셔널,Communication Services
MEVO,M Evo Global Acquisition Corp II,M 에보 글로벌 애퀴지션 II,Financial Services
SAAQ,Space Asset Acquisition Corp,스페이스 애셋 애퀴지션,Financial Services
CCIX,Churchill Capital Corp IX,처칠 캐피털 IX,Financial Services
GBFH,GBank Financial Holdings Inc,지뱅크 파이낸셜 홀딩스,Financial Services
ENTA,Enanta Pharmaceuticals Inc,에난타 파마슈티컬스,Healthcare
GPAT,GP-Act III Acquisition Corp,GP-Act III 애퀴지션,Financial Services
SVA,Sinovac Biotech Ltd,시노백 바이오테크,Unknown
ALF,Centurion Acquisition Corp,센추리언 애퀴지션,Financial Services
MBAV,M3-Brigade Acquisition V Corp,M3-브리게이드 애퀴지션 V,Financial Services
NMRA,Neumora Therapeutics Inc,뉴모라 테라퓨틱스,Healthcare
NRC,National Research Corp,내셔널 리서치,Healthcare
BRCB,Black Rock Coffee Bar Inc,블랙록 커피 바,Consumer Cyclical
OVID,Ovid Therapeutics Inc,오비드 테라퓨틱스,Healthcare
CLMB,Climb Global Solutions Inc,클라임 글로벌 솔루션스,Technology
RPD,Rapid7 Inc,래피드7,Technology
ZKP,Lafayette Digital Acquisition I Corp,라파예트 디지털 애퀴지션 I,Financial Services
ZUMZ,Zumiez Inc,줌이즈,Consumer Cyclical
PERI,Perion Network Ltd,페리온 네트워크,Communication Services
BBCQ,Bleichroeder Acquisition Corp II,블라이크뢰더 애퀴지션 II,Financial Services
TACO,Berto Acquisition Corp,베르토 애퀴지션,Financial Services
RDAG,Republic Digital Acquisition Co,리퍼블릭 디지털 애퀴지션,Financial Services
WENN,Wen Acquisition Corp,웬 애퀴지션,Financial Services
ISTR,Investar Holding Corp,인베스타 홀딩스,Financial Services
ECX,Ecarx Holdings Inc.,이카르엑스 홀딩스,Consumer Cyclical
CDRO,Codere Online Luxembourg SA,코데레 온라인 룩셈부르크,Consumer Cyclical
MGRT,Mega Fortune Co Ltd,메가 포춘,Technology
ISSC,Innovative Solutions and Support Inc,이노베이티브 솔루션스 앤드 서포트,Industrials
RCKT,Rocket Pharmaceuticals Inc,로켓 파마슈티컬스,Healthcare
PRTC,PureTech Health PLC ADR,퓨어테크 헬스,Healthcare
BNTC,Benitec Biopharma Inc,베니텍 바이오파마,Healthcare
RBB,RBB Bancorp,RBB 뱅코프,Financial Services
IBEX,Ibex Ltd,아이벡스,Technology
HELE,Helen of Troy Ltd,헬렌 오브 트로이,Consumer Defensive
XWIN,XMax Inc,엑스맥스,Consumer Cyclical
VMD,Viemed Healthcare Inc,비메드 헬스케어,Healthcare
ALOV,Aldabra 4 Liquidity Opportunity Vehicle Inc,알다브라 4 리퀴디티 오퍼튜니티 비히클,Financial Services
AKBA,Akebia Therapeutics Inc,아케비아 테라퓨틱스,Healthcare
HACQ,HCM IV Acquisition Corp,HCM IV 애퀴지션,Financial Services
NEXN,Nexxen International Ltd,넥센 인터내셔널,Communication Services
CBK,Commercial BancGroup Inc,커머셜 뱅크그룹,Financial Services
AZ,A2Z Cust2Mate Solutions Corp,A2Z 커스트투메이트 솔루션스,Technology
IVVD,Invivyd Inc,인비비드,Healthcare
ILPT,Industrial Logistics Properties Trust,인더스트리얼 로지스틱스 프로퍼티스 트러스트,Real Estate
GIW,GigCapital8 Corp,기가캐피털8,Financial Services
VOXR,Vox Royalty Corp,복스 로열티,Basic Materials
FBRX,Forte Biosciences Inc,포르테 바이오사이언시스,Healthcare
AVTX,Avalo Therapeutics Inc,아발로 테라퓨틱스,Healthcare
ELVA,Electrovaya Inc,일렉트로바야,Industrials
CADL,Candel Therapeutics Inc,캔델 테라퓨틱스,Healthcare
APPS,Digital Turbine Inc,디지털 터빈,Technology
SDHI,Siddhi Acquisition Corp,시디 애퀴지션,Financial Services
AUTL,Autolus Therapeutics PLC ADR,오톨러스 테라퓨틱스,Healthcare
LX,Lexinfintech Holdings Ltd ADR,렉신핀테크 홀딩스,Financial Services
CAEP,Cantor Equity Partners III Inc,캔터 에쿼티 파트너스 III,Financial Services
ABAT,American Battery Technology Co,아메리칸 배터리 테크놀로지,Industrials
LAB,Standard BioTools Inc,스탠더드 바이오툴스,Healthcare
OIM,OneIM Acquisition Corp,원IM 애퀴지션,Financial Services
GIX,GigCapital9 Corp,기가캐피털9,Financial Services
FMAO,Farmers & Merchants Bancorp Inc,파머스 앤드 머천츠 뱅코프,Financial Services
MNPR,Monopar Therapeutics Inc,모노파 테라퓨틱스,Healthcare
BBCP,Concrete Pumping Holdings Inc,콘크리트 펌핑 홀딩스,Industrials
NAGE,Niagen Bioscience Inc,나이아젠 바이오사이언스,Healthcare
LTBR,Lightbridge Corp,라이트브리지,Industrials
TOYO,TOYO Co.  Ltd,토요,Technology
TSSI,TSS Inc,TSS,Technology
XNET,Xunlei Ltd ADR,쉰레이,Technology
CLFD,Clearfield Inc,클리어필드,Technology
AENT,Alliance Entertainment Holding Corp,얼라이언스 엔터테인먼트 홀딩,Communication Services
CCII,Cohen Circle Acquisition Corp II,코언 서클 애퀴지션 II,Financial Services
